"id","city","zipcode","post","county"
"474","Bregi Radobojski","49232","Radoboj","Krapinsko-zagorska"
"475","Bregi Zabočki","49210","Zabok","Krapinsko-zagorska"
"476","Bregovljana","10294","Donja Pušća","Zagrebačka"
"477","Brekinska","34543","Poljana","Požeško-slavonska"
"478","Brela","21322","Brela","Splitsko-dalmatinska"
"479","Bresnica","34310","Pleternica","Požeško-slavonska"
"480","Brest","52420","Buzet","Istarska"
"481","Brest pod Učkom","52426","Lupoglav","Istarska"
"482","Brest Pokupski","44250","Petrinja","Sisačko-moslavačka"
"483","Brestača","44330","Novska","Sisačko-moslavačka"
"484","Brestik","44400","Glina","Sisačko-moslavačka"
"485","Brestova Draga","51315","Mrkopalj","Primorsko-goranska"
"486","Brestovac","34322","Brestovac","Požeško-slavonska"
"487","Brestovac Daruvarski","43505","Končanica (Končenice)","Bjelovarsko-bilogorska"
"488","Brestovac Ogulinski","47300","Ogulin","Karlovačka"
"489","Brestovačka Brda","43505","Končanica (Končenice)","Bjelovarsko-bilogorska"
"490","Brestovec Orehovički","49228","Brestovec Orehovički","Krapinsko-zagorska"
"491","Brešca","51213","Jurdani","Primorsko-goranska"
"492","Breštane","53234","Udbina","Ličko-senjska"
"493","Breštanovci","33507","Crnac","Virovitičko-podravska"
"494","Breza","51217","Klana","Primorsko-goranska"
"495","Breza","43252","Prgomelje","Bjelovarsko-bilogorska"
"496","Brezakovec","49296","Zagorska Sela","Krapinsko-zagorska"
"497","Brezani","10347","Rakovec","Zagrebačka"
"498","Brezari","10450","Jastrebarsko","Zagrebačka"
"499","Brezarić","10454","Krašić","Zagrebačka"
"500","Breze","51251","Ledenice","Primorsko-goranska"
"501","Brezik","33406","Lukač","Virovitičko-podravska"
"502","Brezik","33518","Nova Bukovica","Virovitičko-podravska"
"503","Brezik Našički","31500","Našice","Osječko-baranjska"
"504","Brezine","10344","Farkaševac","Zagrebačka"
"505","Brezine","34551","Lipik","Požeško-slavonska"
"506","Brezje","40311","Lopatinec","Međimurska"
"507","Brezje","10342","Dubrava","Zagrebačka"
"508","Brezje","49245","Gornja Stubica","Krapinsko-zagorska"
"509","Brezje Dobransko","51311","Skrad","Primorsko-goranska"
"510","Brezje Dravsko","42208","Cestica","Varaždinska"
"511","Brezje Miholečko","48268","Gornja Rijeka","Koprivničko-križevačka"
"512","Brezje Samoborsko","10431","Sveta Nedjelja","Zagrebačka"
"513","Brezje Vivodinsko","47283","Vivodina","Karlovačka"
"514","Breznica","42225","Breznički Hum","Varaždinska"
"515","Breznica Đakovačka","31416","Levanjska Varoš","Osječko-baranjska"
"516","Breznica Našička","31225","Breznica Našička","Osječko-baranjska"
"517","Breznički Hum","42225","Breznički Hum","Varaždinska"
"518","Breznik","47281","Mali Erjavec","Karlovačka"
"519","Breznik","53000","Gospić","Ličko-senjska"
"520","Breznik Plešivički","10450","Jastrebarsko","Zagrebačka"
"521","Breznik Žakanjski","47276","Žakanje","Karlovačka"
"522","Brezno Drežničko","47313","Drežnica","Karlovačka"
"523","Brezno Gora","49231","Hum na Sutli","Krapinsko-zagorska"
"524","Brezova","49223","Sveti Križ Začretje","Krapinsko-zagorska"
"525","Brezova Glava","47242","Krnjak","Karlovačka"
"526","Brezova Gora","42253","Bednja","Varaždinska"
"527","Brezovac","43000","Bjelovar","Bjelovarsko-bilogorska"
"528","Brezovac","47245","Rakovica","Karlovačka"
"529","Brezovac Dobroselski","53250","Donji Lapac","Ličko-senjska"
"530","Brezovac Subocki","44330","Novska","Sisačko-moslavačka"
"531","Brezovac Žumberački","10453","Gorica Svetojanska","Zagrebačka"
"532","Brezovec","40313","Sveti Martin na Muri","Međimurska"
"533","Brezovec Zelinski","10382","Donja Zelina","Zagrebačka"
"534","Brezovica","10257","Brezovica","Grad zagreb"
"535","Brezovica","31542","Magadenovac","Osječko-baranjska"
"536","Brezovica","33411","Gradina","Virovitičko-podravska"
"537","Brezovica Petrovska","49234","Petrovsko","Krapinsko-zagorska"
"538","Brezovljani","48214","Sveti Ivan Žabno","Koprivničko-križevačka"
"539","Brezovljani Vojlovički","33514","Čačinci","Virovitičko-podravska"
"540","Brezovo Polje","44400","Glina","Sisačko-moslavačka"
"541","Brežane Lekeničke","44272","Lekenik","Sisačko-moslavačka"
"542","Brežani","48267","Orehovec","Koprivničko-križevačka"
"543","Brežani","47212","Skakavac","Karlovačka"
"544","Brgat Donji","20207","Mlini","Dubrovačko-neretvanska"
"545","Brgat Gornji","20207","Mlini","Dubrovačko-neretvanska"
"546","Brgod","52224","Trget","Istarska"
"547","Brgud","23420","Benkovac","Zadarska"
"548","Brgudac","52422","Lanišće","Istarska"
"549","Brgujac","21480","Vis","Splitsko-dalmatinska"
"550","Brgulje","23292","Molat","Zadarska"
"551","Bribir","22222","Skradin","Šibensko-kninska"
"552","Bribir","51253","Bribir","Primorsko-goranska"
"553","Brič","52462","Momjan (Momiano)","Istarska"
"554","Bričanci","52342","Svetvinčenat","Istarska"
"555","Brig","52447","Vižinada (Visinada)","Istarska"
"556","Brihovo","47276","Žakanje","Karlovačka"
"557","Brijest","31000","Osijek","Osječko-baranjska"
"558","Brijesta","20246","Janjina","Dubrovačko-neretvanska"
"559","Briješće","31000","Osijek","Osječko-baranjska"
"560","Brinjani","44320","Kutina","Sisačko-moslavačka"
"561","Brinje","53260","Brinje","Ličko-senjska"
"562","Brinjeva Draga","51305","Tršće","Primorsko-goranska"
"563","Brist","21335","Podaca","Splitsko-dalmatinska"
"564","Bristivica","21228","Blizna Donja","Splitsko-dalmatinska"
"565","Briševo","23000","Zadar","Zadarska"
"566","Brištane","22324","Drinovci","Šibensko-kninska"
"567","Brkač","52424","Motovun (Montana)","Istarska"
"568","Brkiševina","44273","Sela","Sisačko-moslavačka"
"569","Brlekovo","49282","Konjščina","Krapinsko-zagorska"
"570","Brlenić","10454","Krašić","Zagrebačka"
"571","Brlog","53220","Otočac","Ličko-senjska"
"572","Brlog Ozaljski","47282","Kamanje","Karlovačka"
"573","Brloška Dubrava","53220","Otočac","Ličko-senjska"
"574","Brnaze","21230","Sinj","Splitsko-dalmatinska"
"575","Brnčići","51215","Kastav","Primorsko-goranska"
"576","Brnelići","51218","Dražice","Primorsko-goranska"
"577","Brnobići","52464","Kaštelir (Castelliere)","Istarska"
"578","Brnobići","52425","Roč","Istarska"
"579","Brnjavac","44410","Gvozd","Sisačko-moslavačka"
"580","Brnjeuška","44400","Glina","Sisačko-moslavačka"
"581","Brnjica","22221","Lozovac","Šibensko-kninska"
"582","Broce","20230","Ston","Dubrovačko-neretvanska"
"583","Bročice","44330","Novska","Sisačko-moslavačka"
"584","Broćanac","47245","Rakovica","Karlovačka"
"585","Brod Moravice","51312","Brod Moravice","Primorsko-goranska"
"586","Brod na Kupi","51301","Brod na Kupi","Primorsko-goranska"
"587","Brodarovec","42243","Maruševec","Varaždinska"
"588","Brodić","48363","Podravske Sesvete","Koprivničko-križevačka"
"589","Brodski Stupnik","35253","Brodski Stupnik","Brodsko-posavska"
"590","Brodski Zdenci","35201","Podcrkavlje","Brodsko-posavska"
"591","Brodsko Vinogorje","35105","Slavonski Brod","Brodsko-posavska"
"592","Brođanci","31223","Brođanci","Osječko-baranjska"
"593","Brođani","47212","Skakavac","Karlovačka"
"594","Broskvari","52463","Višnjan (Visignano)","Istarska"
"595","Brotnice","20210","Cavtat","Dubrovačko-neretvanska"
"596","Brotnja","23445","Srb","Zadarska"
"597","Brovinje","52222","Koromačno","Istarska"
"598","Brseč","51418","Brseč","Primorsko-goranska"
"599","Brsećine","20233","Trsteno","Dubrovačko-neretvanska"
"600","Bršadin","32222","Bršadin","Vukovarsko-srijemska"
"601","Brščići","52342","Svetvinčenat","Istarska"
"602","Brštanovo","21202","Lećevica","Splitsko-dalmatinska"
"603","Brtonigla","52474","Brtonigla (Verteneglio)","Istarska"
"604","Brubno","44400","Glina","Sisačko-moslavačka"
"605","Brusići","51511","Malinska","Primorsko-goranska"
"606","Brusje","21454","Brusje","Splitsko-dalmatinska"
"607","Brusnik","34550","Pakrac","Požeško-slavonska"
"608","Brušane","53206","Brušane","Ličko-senjska"
"609","Bruška","23420","Benkovac","Zadarska"
"610","Bruvno","23440","Gračac","Zadarska"
"611","Brzac","51511","Malinska","Primorsko-goranska"
"612","Bubani","52352","Kanfanar","Istarska"
"613","Bubnjarci","47282","Kamanje","Karlovačka"
"614","Bubnjarski Brod","47276","Žakanje","Karlovačka"
"615","Bucalovići","52463","Višnjan (Visignano)","Istarska"
"616","Bučje","34310","Pleternica","Požeško-slavonska"
"617","Bučje","34550","Pakrac","Požeško-slavonska"
"618","Bučje Gorjansko","31423","Bračevci","Osječko-baranjska"
"619","Budačka Rijeka","47242","Krnjak","Karlovačka"
"620","Budak","53201","Lički Osik","Ličko-senjska"
"621","Budak","23422","Stankovci","Zadarska"
"622","Budakovac","33411","Gradina","Virovitičko-podravska"
"623","Budančevica","48362","Kloštar Podravski","Koprivničko-križevačka"
"624","Budanica","33412","Cabuna","Virovitičko-podravska"
"625","Budaševo","44202","Topolovac","Sisačko-moslavačka"
"626","Budenec","10360","Sesvete","Grad zagreb"
"627","Budim Vivodinski","47283","Vivodina","Karlovačka"
"628","Budimci","31432","Budimci","Osječko-baranjska"
"629","Budimiri","21243","Ugljane","Splitsko-dalmatinska"
"630","Budinščak","42245","Donja Voća","Varaždinska"
"631","Budinščina","49284","Budinšćina","Krapinsko-zagorska"
"632","Budinjak","10456","Kalje","Zagrebačka"
"633","Budislavec","42205","Vidovec","Varaždinska"
"634","Budrovac","48350","Đurđevac","Koprivničko-križevačka"
"635","Budrovac Lukački","33406","Lukač","Virovitičko-podravska"
"636","Budrovci","47201","Draganići","Karlovačka"
"637","Budrovci","31400","Đakovo","Osječko-baranjska"
"638","Buhača","47222","Cetingrad","Karlovačka"
"639","Buići","20207","Mlini","Dubrovačko-neretvanska"
"640","Buići","52440","Poreč (Parenzo)","Istarska"
"641","Bujarići","52463","Višnjan (Visignano)","Istarska"
"642","Bujavica","34551","Lipik","Požeško-slavonska"
"643","Buje","52460","Buje (Buie)","Istarska"
"644","Bujinja","44435","Divuša","Sisačko-moslavačka"
"645","Bujinjski Riječani","44435","Divuša","Sisačko-moslavačka"
"646","Buk","34310","Pleternica","Požeško-slavonska"
"647","Buk Vlaka","20355","Opuzen","Dubrovačko-neretvanska"
"648","Bukevje","10382","Donja Zelina","Zagrebačka"
"649","Bukevje","10411","Orle","Zagrebačka"
"650","Bukori","52447","Vižinada (Visinada)","Istarska"
"651","Bukov Vrh","51311","Skrad","Primorsko-goranska"
"652","Bukova","33410","Suhopolje","Virovitičko-podravska"
"653","Bukovac Perjasički","47252","Barilović","Karlovačka"
"654","Bukovac Perušićki","53202","Perušić","Ličko-senjska"
"655","Bukovac Podvrški","51311","Skrad","Primorsko-goranska"
"656","Bukovac Svetojanski","10453","Gorica Svetojanska","Zagrebačka"
"657","Bukovački Antunovac","33517","Mikleuš","Virovitičko-podravska"
"658","Bukovčak","10253","Donji Dragonožec","Grad zagreb"
"659","Bukovčani","34551","Lipik","Požeško-slavonska"
"660","Bukovec","40314","Selnica","Međimurska"
"661","Bukovec Zelinski","10382","Donja Zelina","Zagrebačka"
"662","Bukovica","35403","Rešetari","Brodsko-posavska"
"663","Bukovica","44415","Topusko","Sisačko-moslavačka"
"664","Bukovica Prekriška","10454","Krašić","Zagrebačka"
"665","Bukovica Utinjska","47220","Vojnić","Karlovačka"
"666","Buković","23420","Benkovac","Zadarska"
"667","Bukovje Bistransko","10298","Donja Bistra","Zagrebačka"
"668","Bukovje Križevačko","48260","Križevci","Koprivničko-križevačka"
"669","Bukovje Podvrško","10430","Samobor","Zagrebačka"
"670","Bukovlje","35209","Bukovlje","Brodsko-posavska"
"671","Bukovlje Netretičko","47250","Duga Resa","Karlovačka"
"672","Bukvik","33514","Čačinci","Virovitičko-podravska"
"673","Bulić","23420","Benkovac","Zadarska"
"674","Bulići","47285","Radatovići","Karlovačka"
"675","Bulinac","43273","Bulinac","Bjelovarsko-bilogorska"
"676","Bunić","53230","Korenica","Ličko-senjska"
"677","Bunjak","10382","Donja Zelina","Zagrebačka"
"678","Bunjani","10314","Križ","Zagrebačka"
"679","Bunjevci","51325","Moravice","Primorsko-goranska"
"680","Burić Selo","47242","Krnjak","Karlovačka"
"681","Burići","52352","Kanfanar","Istarska"
"682","Buroli","52474","Brtonigla (Verteneglio)","Istarska"
"683","Busnovi","34322","Brestovac","Požeško-slavonska"
"684","Bušetina","33404","Špišić Bukovica","Virovitičko-podravska"
"685","Buševec","10417","Buševec","Zagrebačka"
"686","Bušević","53250","Donji Lapac","Ličko-senjska"
"687","Bušin","49218","Pregrada","Krapinsko-zagorska"
"688","Butkovec","42225","Breznički Hum","Varaždinska"
"689","Butkovići","52342","Svetvinčenat","Istarska"
"690","Butoniga","52000","Pazin","Istarska"
"691","Buzadovac","10345","Gradec","Zagrebačka"
"692","Buzdohanj","51218","Dražice","Primorsko-goranska"
"693","Buzet","52420","Buzet","Istarska"
"694","Buzeta","44400","Glina","Sisačko-moslavačka"
"695","Buzin","10010","Zagreb-Sloboština","Grad zagreb"
"696","Buzin","51301","Brod na Kupi","Primorsko-goranska"
"697","Bužim","53211","Smiljan","Ličko-senjska"
"698","Bužinija","52466","Novigrad (Cittanova)","Istarska"
"699","Bzenica","34310","Pleternica","Požeško-slavonska"
"700","Cabuna","33412","Cabuna","Virovitičko-podravska"
"701","Cage","35430","Okučani","Brodsko-posavska"
"702","Caginec","10313","Graberje Ivaničko","Zagrebačka"
"703","Cancini","52446","Nova Vas","Istarska"
"704","Careva Draga","10454","Krašić","Zagrebačka"
"705","Carevdar","48264","Kloštar Vojakovački","Koprivničko-križevačka"
"706","Carevići","51325","Moravice","Primorsko-goranska"
"707","Carevo Polje","47303","Josipdol","Karlovačka"
"708","Carevo Selo","47252","Barilović","Karlovačka"
"709","Cargovec","42205","Vidovec","Varaždinska"
"710","Caska","53296","Zubovići","Ličko-senjska"
"711","Cavtat","20210","Cavtat","Dubrovačko-neretvanska"
"712","Cebovec","49253","Lobor","Krapinsko-zagorska"
"713","Celine","10453","Gorica Svetojanska","Zagrebačka"
"714","Celine","10340","Vrbovec","Zagrebačka"
"715","Celine","40317","Podturen","Međimurska"
"716","Celine Pušćanske","10294","Donja Pušća","Zagrebačka"
"717","Celine Samoborske","10430","Samobor","Zagrebačka"
"718","Cepeliš","44250","Petrinja","Sisačko-moslavačka"
"719","Cepidlak","48214","Sveti Ivan Žabno","Koprivničko-križevačka"
"720","Cera","22323","Unešić","Šibensko-kninska"
"721","Cere","52220","Labin","Istarska"
"722","Cere","52341","Žminj","Istarska"
"723","Ceremošnjak","31500","Našice","Osječko-baranjska"
"724","Cerić","32221","Nuštar","Vukovarsko-srijemska"
"725","Cerik","10340","Vrbovec","Zagrebačka"
"726","Cerina","43240","Čazma","Bjelovarsko-bilogorska"
"727","Cerinski Breg","10430","Samobor","Zagrebačka"
"728","Cerion","52463","Višnjan (Visignano)","Istarska"
"729","Cerjani","52464","Kaštelir (Castelliere)","Istarska"
"730","Cerje","10340","Vrbovec","Zagrebačka"
"731","Cerje","10361","Sesvete-Kraljevec","Grad zagreb"
"732","Cerje Jesenjsko","49233","Gornje Jesenje","Krapinsko-zagorska"
"733","Cerje Letovanićko","44272","Lekenik","Sisačko-moslavačka"
"734","Cerje Nebojse","42243","Maruševec","Varaždinska"
"735","Cerje Pokupsko","10414","Pokupsko","Zagrebačka"
"736","Cerje Samoborsko","10430","Samobor","Zagrebačka"
"737","Cerje Tužno","42242","Radovan","Varaždinska"
"738","Cerje Vivodinsko","47283","Vivodina","Karlovačka"
"739","Cerna","32272","Cerna","Vukovarsko-srijemska"
"740","Cernik","10457","Sošice","Zagrebačka"
"741","Cernik","51218","Dražice","Primorsko-goranska"
"742","Cernik","35404","Cernik","Brodsko-posavska"
"743","Cerovac","23440","Gračac","Zadarska"
"744","Cerovac","34308","Jakšić","Požeško-slavonska"
"745","Cerovac","31222","Bizovac","Osječko-baranjska"
"746","Cerovac Barilovički","47252","Barilović","Karlovačka"
"747","Cerovac Vukmanički","47241","Cerovac Vukmanički","Karlovačka"
"748","Cerovački Galovići","47250","Duga Resa","Karlovačka"
"749","Cerovica","10456","Kalje","Zagrebačka"
"750","Cerovići","51242","Drivenik","Primorsko-goranska"
"751","Cerovlje","52402","Cerovlje","Istarska"
"752","Cerovnik","47303","Josipdol","Karlovačka"
"753","Cerovski Vrh","10418","Dubranec","Zagrebačka"
"754","Cesarica","53288","Karlobag","Ličko-senjska"
"755","Cesarska Ves","49290","Klanjec","Krapinsko-zagorska"
"756","Cestica","42208","Cestica","Varaždinska"
"757","Cetina","22310","Kijevo","Šibensko-kninska"
"758","Cetingrad","47222","Cetingrad","Karlovačka"
"759","Cetinovec","49250","Zlatar","Krapinsko-zagorska"
"760","Cetinski Varoš","47222","Cetingrad","Karlovačka"
"761","Cicingaj","23452","Karin","Zadarska"
"762","Cicvare","34553","Bučje","Požeško-slavonska"
"763","Cicvare","34550","Pakrac","Požeško-slavonska"
"764","Cicvare","22214","Čista Velika","Šibensko-kninska"
"765","Ciglena","43000","Bjelovar","Bjelovarsko-bilogorska"
"766","Ciglenica","43280","Garešnica","Bjelovarsko-bilogorska"
"767","Ciglenica","44320","Kutina","Sisačko-moslavačka"
"768","Ciglenica Zagorska","49223","Sveti Križ Začretje","Krapinsko-zagorska"
"769","Ciglenik","34343","Bektež","Požeško-slavonska"
"770","Ciglenik","35250","Oriovac","Brodsko-posavska"
"771","Cigrovec","49218","Pregrada","Krapinsko-zagorska"
"772","Cikote","34553","Bučje","Požeško-slavonska"
"773","Cikote","34550","Pakrac","Požeško-slavonska"
"774","Cirka","52342","Svetvinčenat","Istarska"
"775","Cirkovljan","40323","Prelog","Međimurska"
"776","Cirkvena","48214","Sveti Ivan Žabno","Koprivničko-križevačka"
"777","Cista Provo","21256","Cista Provo","Splitsko-dalmatinska"
"778","Cista Velika","21244","Cista Velika","Splitsko-dalmatinska"
"779","Civljane","22310","Kijevo","Šibensko-kninska"
"780","Cokuni","52208","Krnica","Istarska"
"781","Colnari","51312","Brod Moravice","Primorsko-goranska"
"782","Cremušina","43270","Veliki Grđevac","Bjelovarsko-bilogorska"
"783","Cres","51557","Cres","Primorsko-goranska"
"784","Cret Bizovački","31222","Bizovac","Osječko-baranjska"
"785","Cret Viljevski","31531","Viljevo","Osječko-baranjska"
"786","Crevarska Strana","44410","Gvozd","Sisačko-moslavačka"
"787","Crikvenica","51260","Crikvenica","Primorsko-goranska"
"788","Crivac","21229","Crivac","Splitsko-dalmatinska"
"789","Crklada","52447","Vižinada (Visinada)","Istarska"
"790","Crkovec","42250","Lepoglava","Varaždinska"
"791","Crkvari","33515","Orahovica","Virovitičko-podravska"
"792","Crkveni Bok","44210","Sunja","Sisačko-moslavačka"
"793","Crkveni Vrhovci","34000","Požega","Požeško-slavonska"
